,Links,Header-Question,Full-Question,Answers
29,https://stackoverflow.com/questions/42230532/getting-the-address-of-a-contract-deployed-by-another-contract,Getting the address of a contract deployed by another contract,"
I am trying to deploy a contract from another factory contract and then return the address of the newly created contract. The address it returns however is the transaction hash not the contract address. I believe this is because the contract is not yet mined when the address is returned. When I deploy a contract using the web3 deploy it seems to wait until the contract is deployed before outputting the address.
The factory contract:
contract Factory {
mapping(uint256 => Contract) deployedContracts;
uint256 numContracts;
function Factory(){
    numContracts = 0;
}

function createContract (uint32 name) returns (address){
    deployedContracts[numContracts] = new Contract(name);
    numContracts++;
    return deployedContracts[numContracts];
}}
This is how I am calling the createContract function.
factory.createContract(2,function(err, res){
        if (err){
            console.log(err)
        }else{
        console.log(res)
        }
    });
contract Factory {
mapping(uint256 => Contract) deployedContracts;
uint256 numContracts;
function Factory(){
    numContracts = 0;
}

function createContract (uint32 name) returns (address){
    deployedContracts[numContracts] = new Contract(name);
    numContracts++;
    return deployedContracts[numContracts];
}}
factory.createContract(2,function(err, res){
        if (err){
            console.log(err)
        }else{
        console.log(res)
        }
    });","
Consider the below example. There are a number of ways you can get the address of the contract:
contract Object {

    string name;
    function Object(String _name) {
        name = _name
    }
}

contract ObjectFactory {
    function createObject(string name) returns (address objectAddress) {
        return address(new Object(name));
    }
}
1 Store the Address and Return it:
Store the address in the contract as an attribute and retrieve it using a normal getter method.
contract ObjectFactory {
    Object public theObj;

    function createObject(string name) returns (address objectAddress) {
        theObj = address(new Object(name));
        return theObj;
    }
}
2 Call Before You Make A Transaction
You can make a call before you make a transaction:
var address = web3.eth.contract(objectFactoryAbi)
    .at(contractFactoryAddress)
    .createObject.call(""object"");
Once you have the address perform the transaction:
var txHash = web3.eth.contract(objectFactoryAbi)
    .at(contractFactoryAddress)
    .createObject(""object"", { gas: price, from: accountAddress });
3 Calculate the Future Address
Otherwise, you can calculate the address of the future contract like so:
var ethJsUtil = require('ethereumjs-util');
var futureAddress = ethJsUtil.bufferToHex(ethJsUtil.generateAddress(
      contractFactoryAddress,
      await web3.eth.getTransactionCount(contractFactoryAddress)));
contract Object {

    string name;
    function Object(String _name) {
        name = _name
    }
}

contract ObjectFactory {
    function createObject(string name) returns (address objectAddress) {
        return address(new Object(name));
    }
}
contract ObjectFactory {
    Object public theObj;

    function createObject(string name) returns (address objectAddress) {
        theObj = address(new Object(name));
        return theObj;
    }
}
var address = web3.eth.contract(objectFactoryAbi)
    .at(contractFactoryAddress)
    .createObject.call(""object"");
var txHash = web3.eth.contract(objectFactoryAbi)
    .at(contractFactoryAddress)
    .createObject(""object"", { gas: price, from: accountAddress });
var ethJsUtil = require('ethereumjs-util');
var futureAddress = ethJsUtil.bufferToHex(ethJsUtil.generateAddress(
      contractFactoryAddress,
      await web3.eth.getTransactionCount(contractFactoryAddress)));"
30,https://stackoverflow.com/questions/49051856/is-there-a-pop-functionality-for-solidity-arrays,Is there a pop functionality for solidity arrays?,"
I have used solidity to push data into an array. Is there a similar function for pop ?
string[] myArray;
myArray.push(""hello"")
What is the best solution for this ? How do I delete an element in a dynamic array in solidity ?","
Update 2-19-2019: As Joel pointed out below, pop has been added to built-in array support. See https://solidity.readthedocs.io/en/v0.5.4/types.html#array-members. Leaving original answer on here in case others are using older versions of Solidity.
There is no pop function in Solidity. You have a few options you can consider for maintaining your array.
Delete & Leave Gaps
The simplest solution is to just delete the element at a specific index:
string element = myArray[index];
delete myArray[index];
return element;
However, this will NOT shift the elements in your array and will leave an element of ""string 0"" in your array. To check this element, you would use
if(bytes(myArray[index]).length > 0) ...
Swap & Delete
If you don't care about order in your array, you can swap the element with the last element in your array and then delete:
string element = myArray[index];
myArray[index] = myArray[myArray.length - 1];
delete myArray[myArray.length - 1];
myArray.length--;
return element;
Delete With Shift
If order in your array is important, you can delete the element then shift all remaining elements to the left.
string element = myArray[index];
for (uint i = index; i < myArray.length - 1; i++) {
  myArray[i] = myArray[i + 1];
}
delete myArray[myArray.length - 1];
myArray.length--;
return element;
Note that this will be the most expensive of the options. If your array is very long, you will have high gas usage.
Correlating with @Jedsada's suggestion, here is a version as a library:
pragma solidity ^0.4.24;

library StackLib {
  using StackLib for Stack;

  struct Stack {
    uint[] _items;
  }

  function pushElement(Stack storage self, uint element) internal returns (bool) {
    self._items.push(element);
  }

  function popElement(Stack storage self) internal returns (uint) {
    uint element = self.peek();

    if (self.size() > 0)
      delete self._items[self.size() - 1];

    return element;
  }

  function peek(Stack storage self) internal returns (uint) {
    uint value;

    if (self.size() > 0)
      value = self._items[self.size() - 1];

    return value;
  }

  function size(Stack storage self) internal returns (uint8) {
    return self.size();
  }
}
Example usage (Important note: You can't use popElement and return the value to a client. That method changes state and should only be used within a transaction.):
contract Test {
  using StackLib for StackLib.Stack;

  StackLib.Stack numbers;

  function add(uint v) public {
    numbers.pushElement(v);
  }

  function doSomething() public {
    for (uint8 i = 0; i < numbers.size(); i++) {
      uint curNum = numbers.popElement();

      // do something with curNum
    }
  }
}
Additional note: Unfortunately, var has been deprecated since 0.4.20 and there is no replacement for generics. You have to customize for a specific type."
31,https://stackoverflow.com/questions/49449474/is-it-possible-to-modify-a-variable-value-from-another-contract,Is it possible to modify a variable value from another contract?,"
I could get the information about access another contract's variable from here
But I couldn't find how to modify another contract's variable.
Here is the example of contract A,
contract A {
    uint public target;
}
And this is the example of contract B
contract B {
    function edit_A_a() public {
        A.target = 1;  // some kind of this
    }
}
I want to modify the value of target variable from contract B.
Also, assuming that all operations are executed in a solidity contract level.
Thanks","
Declaring a state variable as public generates a public getter, but not a setter. If you want another contract to modify your contract's state variable, you'll have to write a function to do that yourself:
contract A {
    uint public target;
    function setTarget(uint _target) public {
        target = _target;
    }
}

contract B {
    A a = Test(0x123abc...);  // address of deployed A
    function editA() public {
        a.setTarget(1);
    }
}"
32,https://stackoverflow.com/questions/42738640/division-in-ethereum-solidity,Division in Ethereum Solidity,"
I am creating a contract that issues tokens. I would like an account that holds tokens to be able to check what percentage they own out of all the tokens issued. I know that Ethereum has not implemented floating point numbers yet. What should I do?","
It's probably best (lowest gas cost and trivial to implement) to perform that calculation on the client rather than in Solidity.
If you find you need it in Solidity, then it's just a matter of working with integers by shifting the decimal point. Similar to: https://en.wikipedia.org/wiki/Parts-per_notation
For example, this function let's you decide the degree of precision and uses one extra degree of precision to correctly round up:
pragma solidity ^0.4.6;

contract Divide {

  function percent(uint numerator, uint denominator, uint precision) public 

  constant returns(uint quotient) {

         // caution, check safe-to-multiply here
        uint _numerator  = numerator * 10 ** (precision+1);
        // with rounding of last digit
        uint _quotient =  ((_numerator / denominator) + 5) / 10;
        return ( _quotient);
  }

}
If you feed it 101,450, 3 you get 224, i.e. 22.4%.
Hope it helps."
33,https://stackoverflow.com/questions/43106483/calling-external-contract-in-solidity-dynamically,Calling external contract in solidity dynamically,"
I am trying to make a contract have a function that is capable of calling functions of another contract. The key part of my goal is that the contract should not be able to be deployed without any import statements and will not know the name of the contract by default. In other words the user of this contract would input the called contracts data (i.e. address, name) as parameters. What is the best way to accomplish this?","
Not sure why this was downvoted.
If I understand the question correctly, you want to deploy the contract without knowledge of the specific details of the contracts it will have to communicate with.
You can greatly simplify this by assuming knowledge of their interfaces.
You can define interfaces without importing contract code. Define the function interfaces and leave the function definitions empty:
contract WidgetInterface {

   function doSomething() returns(uint) {}
   function somethingElse() returns(bool isTrue) {}

}
Use that Interface contract to talk to actual contracts:
WidgetInterface w = WidgetInterface(actualContractAddress);
In my opinion it will usually be possible and advisable to register authorized/valid contracts as you go. Maintain a list of the contracts it can safely talk to, along these lines:
if(!isAuthorized(actualContractAddress)) throw; 
where actualContractAddress is supplied by sender and isAuthorized() is a function you have worked out to query an internal registry.
Hope it helps."
34,https://stackoverflow.com/questions/35743893/how-do-i-initialize-an-array-in-a-struct,How do I initialize an array in a struct,"
I have a struct Purchase in which I'm putting an array of payments. However, when I try to add the new payments array in my makePayment method I get an error back from the solidity compiler: ""Internal compiler error: Copying of type struct Payment memory[] memory to storage not yet supported."" When I change the mayment array to be storage or memory, I get the same error. I've added the relevant code below.
Is it possible to do what I'm trying to do in solidity? I don't see anything explicitly saying it's not possible in the documentation but I also don't see any examples doing what I'm trying to do. :|
  struct Payment {
    address maker;
    uint amount;
  }

  struct Purchase {
    uint product_id;
    bool complete;
    Payment[] payments;
  }
  Purchase[] purchases;

  function makePayment(uint product_id, uint amt, uint purchase_id) returns (bool) {

      Payment[] payments;
      payments[0] = Payment(address, amt);
      purchases[purchase_id] = Purchase(product_id, false, payments);
  }","
You need to manually change the length of the payments array when setting it.
Either use:
  Payment[] payments;
  payments[payments.length++] = Payment(address, amt);
Or:
Payment[] payments;
payments.push(Payment(address, amt));
For setting the payments array in Purchase, instead of creating an array and trying to set it to the Purchase.payments you can do the following:
uint purchase_id = purchases.length++;
purchases[purchase_id].product_id = product_id;
purchases[purchase_id].complete   = false;
purchases[purchase_id].payments.push(Payment(msg.sender, amt));
Extending the purchases length will automatically create the new attributes. Then you can set them manually."
35,https://stackoverflow.com/questions/53460851/typeerror-data-location-must-be-memory-for-parameter-in-function-but-none-wa,"TypeError: Data location must be ""memory"" for parameter in function, but none was given","
I tried to compile my code, but I got the following error:
TypeError: Data location must be ""memory"" for parameter in function, but none was given
my code:
pragma solidity ^0.5.0;

contract memeRegistry {
    string url;
    string name;
    uint timestamp;

    function setmeme(string _url,string _name, uint _timestamp) public{
        url = _url;
        name = _name;
        timestamp = _timestamp;   
    }
}",
36,https://stackoverflow.com/questions/68126347/how-can-i-use-different-addresses-to-call-functions-in-hardhat-tests-and-scripts,How can I use different addresses to call functions in Hardhat tests and scripts?,"
When running tests and scripts, all functions are called by the first address provided by Hardhat.
I'd like to know if there's a way to change the calling address within the same test or script.
Thanks in advance!",
37,https://stackoverflow.com/questions/63170366/solidity-solc-error-struct-containing-a-nested-mapping-cannot-be-constructed,"Solidity, Solc Error: Struct containing a (nested) mapping cannot be constructed","
I am using Solc version 0.7.0 installed by npm. When I try to create a Struct that contains mapping, I received an error: ""Struct containing a (nested) mapping cannot be constructed.""
Please check the code:
// SPDX-License-Identifier: MIT
pragma solidity 0.7.0;

contract Test {
    struct Request {
        uint256 value;
        mapping(address => bool) approvals;
    }
    Request[] public requests;
      ...

    function createRequest(
        uint256 value
    ) public {
        Request memory newRequest = Request({// here the compiler complains
            value: value
        });

        requests.push(newRequest);
    }
}
When I use older versions of solc, the code compiles without problems.
Thank you in advance!",
38,https://stackoverflow.com/questions/54499116/how-do-you-compare-strings-in-solidity,How do you compare strings in Solidity?,"
I would assume comparing strings would be as easy as doing:
function withStrs(string memory a, string memory b) internal {
  if (a == b) {
    // do something
  }
}
But doing so gives me an error Operator == not compatible with types string memory and string memory.
What's the right way?","
You can compare strings by hashing the packed encoding values of the string:
if (keccak256(abi.encodePacked(a)) == keccak256(abi.encodePacked(b))) {
  // do something
}
keccak256 is a hashing function supported by Solidity, and abi.encodePacked() encodes values via the Application Binary Interface."
39,https://stackoverflow.com/questions/68163319/failing-to-compile-multiple-solidity-versions,Failing to compile multiple Solidity versions,"
I'm trying to compile (through Hardhat) a contract that imports several interfaces with different Solidity versions but I'm getting the following error:
Error HH606: The project cannot be compiled, see reasons below.

These files and its dependencies cannot be compiled with your config. This can happen because they have incompatible Solidity pragmas, or don't match any of your configured Solidity compilers.

  * contracts/FlashLoaner.sol
Flashloaner.sol:
pragma solidity >=0.5.0 <=0.8.0;

import '@uniswap/v2-periphery/contracts/interfaces/IWETH.sol';
import ""@openzeppelin/contracts/token/ERC20/IERC20.sol"";
import '@aave/protocol-v2/contracts/interfaces/ILendingPool.sol'; //---> Issue
import ""hardhat/console.sol"";


contract FlashLoaner {
    struct MyCustomData {
        address token;
        uint256 repayAmount;
    }

    address public logicContract;
    
    function execute(address _weth, address _contract) external view {
        console.log(_weth);
    }
}
The problem is with @aave/protocol-v2/contracts/interfaces/ILendingPool.sol. If I comment it out, my contract compiles good.
IlendingPool.sol: pragma solidity 0.6.12;
IERC20.sol: pragma solidity ^0.5.0;
IWETH.sol: pragma solidity >=0.5.0;
Hardhat.config:
module.exports = {
  solidity: {
    compilers: [
      {
        version: ""0.5.7""
      },
      {
        version: ""0.8.0""
      },
      {
        version: ""0.6.12""
      }
    ]
  }
   ...
pragma solidity >=0.5.0 <=0.8.0;

import '@uniswap/v2-periphery/contracts/interfaces/IWETH.sol';
import ""@openzeppelin/contracts/token/ERC20/IERC20.sol"";
import '@aave/protocol-v2/contracts/interfaces/ILendingPool.sol'; //---> Issue
import ""hardhat/console.sol"";


contract FlashLoaner {
    struct MyCustomData {
        address token;
        uint256 repayAmount;
    }

    address public logicContract;
    
    function execute(address _weth, address _contract) external view {
        console.log(_weth);
    }
}
module.exports = {
  solidity: {
    compilers: [
      {
        version: ""0.5.7""
      },
      {
        version: ""0.8.0""
      },
      {
        version: ""0.6.12""
      }
    ]
  }
   ...","
Solution:
Grab the signatures from the functions that I'm interested in from each interface, and put them on my own interface with pragma solidity ^0.8.0."
40,https://stackoverflow.com/questions/65500489/warning-function-state-mutability-can-be-restricted-to-pure-function,Warning: Function state mutability can be restricted to pure function,"
I am new to solidity and I have been trying to print out simple messages using functions in solidity, but I have failed to deploy successfully, and there is an error that I can not figure out what's wrong.
This is what I have tried so far:
 pragma solidity ^0.6.0;
    
    contract test {
        
        string public _feedback;
        
        function reply(string memory feedback) public
        {
           feedback = ""Well done!"";
        }
    }
The error I am receiving is ""Warning: Function state mutability can be restricted to pure function""",
41,https://stackoverflow.com/questions/48077773/ethereum-solidity-does-require-use-any-gas,Ethereum Solidity - Does require() use any gas?,"
Google has failed to give me an concrete answer, does using the require() function in Solidity use up any gas? Even if the statement in the function is evaluated as true?","
I'm not quite sure if you're asking if the OPCODE itself consumes gas or if gas is consumed if the statement evaluates to true.
If you're asking about the OPCODE itself, I agree with you that the answer is unclear. I don't see the REVERT OPCODE (which is what require() is compiled to) in the (now very deprecated) Google OPCODE gas usage spreadsheet or in the yellowpaper (Appendix G).
Running a test in Remix, it looks like it does consume a very small amount of gas. Simply adding a require(true) call at the top of this method increased gas usage by 23.
contract GasUsage {
    uint val;

    function someFunc() public returns (bool) {
        require(true);

        delete val;
    }
}
Execution cost when included:5230
Execution cost when commented out: 5207
If you're asking about gas consumption up until the require statement, then the answer is yes. As of the Byzantium release, all gas consumed up to the point of a require statement is consumed, but any remaining gas is returned. Prior to Byzantium, require() and assert() were identical and all gas would be consumed.
From the Solidity docs:
Internally, Solidity performs a revert operation (instruction 0xfd) for a require-style exception and executes an invalid operation (instruction 0xfe) to throw an assert-style exception. In both cases, this causes the EVM to revert all changes made to the state...Note that assert-style exceptions consume all gas available to the call, while require-style exceptions will not consume any gas starting from the Metropolis release."
42,https://stackoverflow.com/questions/70731492/the-transaction-declared-chain-id-5777-but-the-connected-node-is-on-1337,"The transaction declared chain ID 5777, but the connected node is on 1337","
I am trying to deploy my SimpleStorage.sol contract to a ganache local chain by making a transaction using python. It seems to have trouble connecting to the chain.
from solcx import compile_standard
from web3 import Web3
import json
import os
from dotenv import load_dotenv

load_dotenv()

with open(""./SimpleStorage.sol"", ""r"") as file:
    simple_storage_file = file.read()

compiled_sol = compile_standard(
    {
        ""language"": ""Solidity"",
        ""sources"": {""SimpleStorage.sol"": {""content"": simple_storage_file}},
        ""settings"": {
            ""outputSelection"": {
                ""*"": {""*"": [""abi"", ""metadata"", ""evm.bytecode"", ""evm.sourceMap""]}
            }
        },
    },
    solc_version=""0.6.0"",
)

with open(""compiled_code.json"", ""w"") as file:
    json.dump(compiled_sol, file)


# get bytecode
bytecode = compiled_sol[""contracts""][""SimpleStorage.sol""][""SimpleStorage""][""evm""][
    ""bytecode""
][""object""]


# get ABI
abi = compiled_sol[""contracts""][""SimpleStorage.sol""][""SimpleStorage""][""abi""]

# to connect to ganache blockchain
w3 = Web3(Web3.HTTPProvider(""HTTP://127.0.0.1:7545""))
chain_id = 5777
my_address = ""0xca1EA31e644F13E3E36631382686fD471c62267A""
private_key = os.getenv(""PRIVATE_KEY"")


# create the contract in python

SimpleStorage = w3.eth.contract(abi=abi, bytecode=bytecode)

# get the latest transaction
nonce = w3.eth.getTransactionCount(my_address)

# 1. Build a transaction
# 2. Sign a transaction
# 3. Send a transaction


transaction = SimpleStorage.constructor().buildTransaction(
    {""chainId"": chain_id, ""from"": my_address, ""nonce"": nonce}
)
print(transaction)
It seems to be connected to the ganache chain because it prints the nonce, but when I build and try to print the transaction here is the entire traceback call I am receiving
Traceback (most recent call last):
File ""C:\Users\evens\demos\web3_py_simple_storage\deploy.py"", line 
52, in <module>
transaction = SimpleStorage.constructor().buildTransaction(
File ""C:\Python310\lib\site-packages\eth_utils\decorators.py"", line 
18, in _wrapper
return self.method(obj, *args, **kwargs)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\contract.py"", line 684, in buildTransaction
return fill_transaction_defaults(self.web3, built_transaction)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\_utils\transactions.py"", line 114, in 
fill_transaction_defaults
default_val = default_getter(web3, transaction)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\_utils\transactions.py"", line 60, in <lambda>
'gas': lambda web3, tx: web3.eth.estimate_gas(tx),
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\eth.py"", line 820, in estimate_gas
return self._estimate_gas(transaction, block_identifier)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\module.py"", line 57, in caller
result = w3.manager.request_blocking(method_str,
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\manager.py"", line 197, in request_blocking
response = self._make_request(method, params)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\manager.py"", line 150, in _make_request
return request_func(method, params)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\middleware\formatting.py"", line 76, in 
apply_formatters
response = make_request(method, params)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\middleware\gas_price_strategy.py"", line 90, in 
middleware
return make_request(method, params)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\middleware\formatting.py"", line 74, in 
apply_formatters
response = make_request(method, formatted_params)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\middleware\attrdict.py"", line 33, in middleware
response = make_request(method, params)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\middleware\formatting.py"", line 74, in 
apply_formatters
response = make_request(method, formatted_params)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\middleware\formatting.py"", line 73, in 
apply_formatters
formatted_params = formatter(params)
File ""cytoolz/functoolz.pyx"", line 503, in 
cytoolz.functoolz.Compose.__call__
ret = PyObject_Call(self.first, args, kwargs)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Python310\lib\site-packages\eth_utils\decorators.py"", line 
91, in wrapper
return ReturnType(result)  # type: ignore
File ""C:\Python310\lib\site-packages\eth_utils\applicators.py"", line 
22, in apply_formatter_at_index
yield formatter(item)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Python310\lib\site-packages\eth_utils\applicators.py"", line 
72, in apply_formatter_if
return formatter(value)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\middleware\validation.py"", line 57, in 
validate_chain_id
raise ValidationError(
web3.exceptions.ValidationError: The transaction declared chain ID 
5777, but the connected node is on 1337
from solcx import compile_standard
from web3 import Web3
import json
import os
from dotenv import load_dotenv

load_dotenv()

with open(""./SimpleStorage.sol"", ""r"") as file:
    simple_storage_file = file.read()

compiled_sol = compile_standard(
    {
        ""language"": ""Solidity"",
        ""sources"": {""SimpleStorage.sol"": {""content"": simple_storage_file}},
        ""settings"": {
            ""outputSelection"": {
                ""*"": {""*"": [""abi"", ""metadata"", ""evm.bytecode"", ""evm.sourceMap""]}
            }
        },
    },
    solc_version=""0.6.0"",
)

with open(""compiled_code.json"", ""w"") as file:
    json.dump(compiled_sol, file)


# get bytecode
bytecode = compiled_sol[""contracts""][""SimpleStorage.sol""][""SimpleStorage""][""evm""][
    ""bytecode""
][""object""]


# get ABI
abi = compiled_sol[""contracts""][""SimpleStorage.sol""][""SimpleStorage""][""abi""]

# to connect to ganache blockchain
w3 = Web3(Web3.HTTPProvider(""HTTP://127.0.0.1:7545""))
chain_id = 5777
my_address = ""0xca1EA31e644F13E3E36631382686fD471c62267A""
private_key = os.getenv(""PRIVATE_KEY"")


# create the contract in python

SimpleStorage = w3.eth.contract(abi=abi, bytecode=bytecode)

# get the latest transaction
nonce = w3.eth.getTransactionCount(my_address)

# 1. Build a transaction
# 2. Sign a transaction
# 3. Send a transaction


transaction = SimpleStorage.constructor().buildTransaction(
    {""chainId"": chain_id, ""from"": my_address, ""nonce"": nonce}
)
print(transaction)
Traceback (most recent call last):
File ""C:\Users\evens\demos\web3_py_simple_storage\deploy.py"", line 
52, in <module>
transaction = SimpleStorage.constructor().buildTransaction(
File ""C:\Python310\lib\site-packages\eth_utils\decorators.py"", line 
18, in _wrapper
return self.method(obj, *args, **kwargs)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\contract.py"", line 684, in buildTransaction
return fill_transaction_defaults(self.web3, built_transaction)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\_utils\transactions.py"", line 114, in 
fill_transaction_defaults
default_val = default_getter(web3, transaction)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\_utils\transactions.py"", line 60, in <lambda>
'gas': lambda web3, tx: web3.eth.estimate_gas(tx),
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\eth.py"", line 820, in estimate_gas
return self._estimate_gas(transaction, block_identifier)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\module.py"", line 57, in caller
result = w3.manager.request_blocking(method_str,
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\manager.py"", line 197, in request_blocking
response = self._make_request(method, params)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\manager.py"", line 150, in _make_request
return request_func(method, params)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\middleware\formatting.py"", line 76, in 
apply_formatters
response = make_request(method, params)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\middleware\gas_price_strategy.py"", line 90, in 
middleware
return make_request(method, params)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\middleware\formatting.py"", line 74, in 
apply_formatters
response = make_request(method, formatted_params)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\middleware\attrdict.py"", line 33, in middleware
response = make_request(method, params)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\middleware\formatting.py"", line 74, in 
apply_formatters
response = make_request(method, formatted_params)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\middleware\formatting.py"", line 73, in 
apply_formatters
formatted_params = formatter(params)
File ""cytoolz/functoolz.pyx"", line 503, in 
cytoolz.functoolz.Compose.__call__
ret = PyObject_Call(self.first, args, kwargs)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Python310\lib\site-packages\eth_utils\decorators.py"", line 
91, in wrapper
return ReturnType(result)  # type: ignore
File ""C:\Python310\lib\site-packages\eth_utils\applicators.py"", line 
22, in apply_formatter_at_index
yield formatter(item)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Python310\lib\site-packages\eth_utils\applicators.py"", line 
72, in apply_formatter_if
return formatter(value)
File ""cytoolz/functoolz.pyx"", line 250, in 
cytoolz.functoolz.curry.__call__
return self.func(*args, **kwargs)
File ""C:\Users\evens\AppData\Roaming\Python\Python310\site- 
packages\web3\middleware\validation.py"", line 57, in 
validate_chain_id
raise ValidationError(
web3.exceptions.ValidationError: The transaction declared chain ID 
5777, but the connected node is on 1337","
Had this issue myself, apparently it's some sort of Ganache CLI error but the simplest fix I could find was to change the network id in Ganache through settings>server to 1337. It restarts the session so you'd then need to change the address and private key variable.
If it's the same tutorial I'm doing, you're likely to come unstuck after this... the code for transaction should be:
transaction = 
 SimpleStorage.constructor().buildTransaction( {
    ""gasPrice"": w3.eth.gas_price, 
    ""chainId"": chain_id, 
    ""from"": my_address, 
    ""nonce"": nonce, 
})
print(transaction)
Otherwise you get a value error if you don't set the gasPrice
transaction = 
 SimpleStorage.constructor().buildTransaction( {
    ""gasPrice"": w3.eth.gas_price, 
    ""chainId"": chain_id, 
    ""from"": my_address, 
    ""nonce"": nonce, 
})
print(transaction)"
43,https://stackoverflow.com/questions/73359845/how-to-find-out-in-advance-the-address-of-the-smart-contract-i-am-going-to-deplo,How to find out in advance the address of the smart contract I am going to deploy?,"
I have a Solidity smart contract ContractFactory which I am deploying on RSK and developing in Hardhat. ContractFactory has a deploy function which produces new Child smart contracts.
// SPDX-License-Identifier: MIT
pragma solidity ^0.8.9;

contract ContractFactory {
    event ContractDeployed(address owner, address childContract);

    function deploy() public {
        Child newContract = new Child(msg.sender);
        emit ContractDeployed(msg.sender, address(newContract));
    }
}

contract Child {
    address owner;

    constructor(address _owner) {
        owner = _owner;
    }
}
Can I know before invoking the deploy function what address on RSK will a new Child smart contract receive?",
